model,period,target,capacity,rows,selected,true_positives_selected,precision,recall,prevalence,lift
extended_boosting,2025-09,responded_strict,0.41,2038,836,122,0.145933014354067,0.7870967741935484,0.0760549558390579,1.9187837629263778
extended_boosting,2025-09,responded_strict,0.42,2038,856,123,0.14369158878504673,0.7935483870967742,0.0760549558390579,1.8893126318962918
extended_boosting,2025-09,responded_strict,0.43,2038,877,125,0.14253135689851767,0.8064516129032258,0.0760549558390579,1.8740574539301873
extended_boosting,2025-09,responded_strict,0.44,2038,897,127,0.1415830546265329,0.8193548387096774,0.0760549558390579,1.861588808573381
extended_boosting,2025-09,responded_strict,0.45,2038,918,128,0.1394335511982571,0.8258064516129032,0.0760549558390579,1.8333263054325675
extended_boosting,2025-09,responded_strict,0.46,2038,938,130,0.13859275053304904,0.8387096774193549,0.0760549558390579,1.8222711328151866
extended_boosting,2025-09,responded_strict,0.47,2038,958,131,0.13674321503131523,0.8451612903225807,0.0760549558390579,1.7979527240891642
extended_boosting,2025-09,responded_strict,0.48,2038,979,131,0.1338100102145046,0.8451612903225807,0.0760549558390579,1.7593858117236152
extended_boosting,2025-09,responded_strict,0.49,2038,999,131,0.13113113113113112,0.8451612903225807,0.0760549558390579,1.7241628725499691
extended_boosting,2025-09,responded_strict,0.5,2038,1019,131,0.12855740922473013,0.8451612903225807,0.0760549558390579,1.6903225806451614
extended_boosting,2025-09,responded_strict,0.51,2038,1040,132,0.12692307692307692,0.8516129032258064,0.0760549558390579,1.668833746898263
extended_boosting,2025-09,responded_strict,0.52,2038,1060,133,0.12547169811320755,0.8580645161290322,0.0760549558390579,1.649750456482045
extended_boosting,2025-09,responded_strict,0.53,2038,1081,137,0.1267345050878816,0.8838709677419355,0.0760549558390579,1.6663543314135656
extended_boosting,2025-09,responded_strict,0.54,2038,1101,138,0.12534059945504086,0.8903225806451613,0.0760549558390579,1.6480267205766017
extended_boosting,2025-09,responded_strict,0.55,2038,1121,139,0.1239964317573595,0.896774193548387,0.0760549558390579,1.6303530833645075
extended_boosting,2025-09,responded_strict,0.56,2038,1142,139,0.12171628721541156,0.896774193548387,0.0760549558390579,1.600372860290379
extended_boosting,2025-09,responded_strict,0.57,2038,1162,139,0.11962134251290878,0.896774193548387,0.0760549558390579,1.572827716395536
extended_boosting,2025-09,responded_strict,0.58,2038,1183,139,0.11749788672865596,0.896774193548387,0.0760549558390579,1.5449076977612959
extended_boosting,2025-09,responded_strict,0.59,2038,1203,139,0.11554447215295095,0.896774193548387,0.0760549558390579,1.5192234467594454
extended_boosting,2025-09,responded_strict,0.6,2038,1223,139,0.11365494685200327,0.896774193548387,0.0760549558390579,1.4943792366734365
extended_boosting,2025-09,responded_strict,0.61,2038,1244,140,0.11254019292604502,0.9032258064516129,0.0760549558390579,1.4797220205372887
extended_boosting,2025-09,responded_strict,0.62,2038,1264,140,0.11075949367088607,0.9032258064516129,0.0760549558390579,1.4563086974275214
extended_boosting,2025-09,responded_strict,0.63,2038,1284,141,0.10981308411214953,0.9096774193548387,0.0760549558390579,1.443864938197166
extended_boosting,2025-09,responded_strict,0.64,2038,1305,142,0.10881226053639846,0.9161290322580645,0.0760549558390579,1.4307057224076134
extended_boosting,2025-09,responded_strict,0.65,2038,1325,142,0.10716981132075472,0.9161290322580645,0.0760549558390579,1.4091101643335362
extended_boosting,2025-09,responded_strict,0.66,2038,1346,144,0.10698365527488855,0.9290322580645162,0.0760549558390579,1.406662512582083
extended_boosting,2025-09,responded_strict,0.67,2038,1366,144,0.1054172767203514,0.9290322580645162,0.0760549558390579,1.3860671610069428
extended_boosting,2025-09,responded_strict,0.68,2038,1386,144,0.1038961038961039,0.9290322580645162,0.0760549558390579,1.3660661918726436
extended_boosting,2025-09,responded_strict,0.69,2038,1407,145,0.10305614783226724,0.9354838709677419,0.0760549558390579,1.3550221244010363
extended_boosting,2025-09,responded_strict,0.7,2038,1427,145,0.10161177295024527,0.9354838709677419,0.0760549558390579,1.336030924339354
extended_boosting,2025-09,responded_strict,0.71,2038,1447,146,0.10089841050449205,0.9419354838709677,0.0760549558390579,1.326651358762289
extended_boosting,2025-09,responded_strict,0.72,2038,1468,148,0.1008174386920981,0.9548387096774194,0.0760549558390579,1.325586710029006
extended_boosting,2025-09,responded_strict,0.73,2038,1488,148,0.09946236559139784,0.9548387096774194,0.0760549558390579,1.307769684356573
