model,target,capacity,months,rows,selected,true_positives_selected,precision,precision_min,precision_max,recall,prevalence,lift
core_logistic,responded_strict,0.77,6,12135,9348,881,0.09424068162113759,0.08863198458574181,0.09955041746949261,0.9669499631317796,0.07507063050854175,1.2552349514576562
core_logistic,responded_strict,0.78,6,12135,9469,884,0.09335443486108781,0.08871989860583017,0.09828788839568801,0.9704225179741974,0.07507063050854175,1.2436449315964546
core_logistic,responded_strict,0.79,6,12135,9590,885,0.09228071146808807,0.08760951188986232,0.09705698184095178,0.9715336290853086,0.07507063050854175,1.2293610083558575
core_logistic,responded_strict,0.8,6,12135,9710,886,0.09124355060514448,0.0865265760197775,0.095856524427953,0.9725884814059836,0.07507063050854175,1.2154862605086691
core_logistic,responded_strict,0.81,6,12135,9832,889,0.090416104031177,0.08547008547008547,0.09462759462759462,0.9758601550552787,0.07507063050854175,1.2044403919607274
core_logistic,responded_strict,0.82,6,12135,9954,891,0.08950885212167616,0.08438818565400844,0.09371221281741234,0.9779902761931579,0.07507063050854175,1.1922759369292293
core_logistic,responded_strict,0.83,6,12135,10075,894,0.08873141366296716,0.08338296605122096,0.09313432835820895,0.9812044576542943,0.07507063050854175,1.181827286821598
core_logistic,responded_strict,0.84,6,12135,10196,896,0.08787551485973931,0.0824014125956445,0.09246171967020024,0.98339422819506,0.07507063050854175,1.170409127563303
core_logistic,responded_strict,0.85,6,12135,10318,898,0.0870304685686485,0.08144269924374636,0.09154518950437318,0.9855601916268463,0.07507063050854175,1.1591174528435362
core_logistic,responded_strict,0.86,6,12135,10439,899,0.08611711567428924,0.08050603795284646,0.09085681426106958,0.9866084096561963,0.07507063050854175,1.1468997157638197
core_logistic,responded_strict,0.87,6,12135,10561,900,0.0852167882555482,0.07954545454545454,0.08982376350198977,0.9876836784734007,0.07507063050854175,1.1348882007965693
core_logistic,responded_strict,0.88,6,12135,10681,900,0.08425939733707577,0.07865168539325842,0.08881394041596402,0.9876836784734007,0.07507063050854175,1.1221377738148606
core_logistic,responded_strict,0.89,6,12135,10803,902,0.08349193913702073,0.07833333333333334,0.08782657031684268,0.9899244484561059,0.07507063050854175,1.1119804691467596
core_logistic,responded_strict,0.9,6,12135,10924,903,0.08265866867323678,0.07802197802197802,0.0868609125893348,0.9910899496216072,0.07507063050854175,1.1009589046850463
core_logistic,responded_strict,0.91,6,12135,11046,907,0.08210918970908211,0.07713199348180337,0.08641304347826087,0.9954761249944634,0.07507063050854175,1.0936175989394963
core_logistic,responded_strict,0.92,6,12135,11167,907,0.08121977585325905,0.07630306286942504,0.08548387096774193,0.9954761249944634,0.07507063050854175,1.0817679733433965
core_logistic,responded_strict,0.93,6,12135,11289,908,0.0804311173720663,0.07549175970228601,0.08457446808510638,0.996617677505879,0.07507063050854175,1.0713046815015037
core_logistic,responded_strict,0.94,6,12135,11409,908,0.0795851407940009,0.07469752761704367,0.08368421052631579,0.996617677505879,0.07507063050854175,1.0600364850917394
core_logistic,responded_strict,0.95,6,12135,11531,909,0.07882952175339826,0.07444039562727746,0.0828125,0.9977831786713801,0.07507063050854175,1.050048129616726
core_logistic,responded_strict,0.96,6,12135,11653,909,0.07800425525275803,0.07363542739443872,0.08191653786707882,0.9977831786713801,0.07507063050854175,1.0390540558893397
core_logistic,responded_strict,0.97,6,12135,11774,911,0.07737238184578821,0.0728848114169215,0.08108108108108109,1.0,0.07507063050854175,1.0306606221570556
core_logistic,responded_strict,0.98,6,12135,11895,911,0.07658529107455483,0.07214934409687185,0.08026249369005553,1.0,0.07507063050854175,1.0201768769960424
core_logistic,responded_strict,0.99,6,12135,12015,911,0.07582039684815281,0.07142857142857142,0.07946026986506746,1.0,0.07507063050854175,1.0099876767973825
core_logistic,responded_strict,1.0,6,12135,12135,911,0.07507063050854175,0.07072205736894165,0.07867392380009897,1.0,0.07507063050854175,1.0
decile,responded_strict,0.01,6,12135,126,23,0.18253968253968253,0.047619047619047616,0.2857142857142857,0.02545372581433845,0.07507063050854175,2.452568776972791
decile,responded_strict,0.02,6,12135,246,43,0.17479674796747968,0.07317073170731707,0.24390243902439024,0.04741988118333224,0.07507063050854175,2.3401423425734484
decile,responded_strict,0.03,6,12135,367,62,0.16891415476820026,0.08196721311475409,0.26229508196721313,0.06805535494250253,0.07507063050854175,2.250564162272571
decile,responded_strict,0.04,6,12135,487,83,0.1704807788818629,0.1111111111111111,0.24691358024691357,0.09113073285722441,0.07507063050854175,2.2714641959731963
decile,responded_strict,0.05,6,12135,610,106,0.17362324467740894,0.09900990099009901,0.24509803921568626,0.11660840732564852,0.07507063050854175,2.31811356360244
decile,responded_strict,0.06,6,12135,732,118,0.161171803087764,0.09836065573770492,0.22950819672131148,0.1296776393537933,0.07507063050854175,2.149958850909549
decile,responded_strict,0.07,6,12135,852,143,0.1677768091463027,0.09859154929577464,0.20422535211267606,0.15736194348414947,0.07507063050854175,2.241654111172999
decile,responded_strict,0.08,6,12135,973,164,0.16845675271797575,0.11801242236024845,0.19753086419753085,0.18007279607869822,0.07507063050854175,2.245855508034374
decile,responded_strict,0.09,6,12135,1095,186,0.16983110933574228,0.12087912087912088,0.1978021978021978,0.20412760425418972,0.07507063050854175,2.262625082050311
