model,period,target,capacity,rows,positives,selected,true_positives_selected,prevalence,precision,recall,lift,average_precision,roc_auc,mean_prediction,brier,log_loss,stage
delivered_logistic,2025-08,responded_strict,0.2,2012,146,403,79,0.0725646123260437,0.1960297766749379,0.541095890410959,2.701451442945036,0.2044768908467262,0.7580385852090032,0.080309756815016,0.0627358572207238,0.2307763119153627,development
delivered_logistic,2025-09,responded_strict,0.05,2038,155,102,38,0.0760549558390579,0.3725490196078431,0.2451612903225806,4.898418722327641,0.2617109712448607,0.7845716341459236,0.0814078593910281,0.0633708086181265,0.229862858824268,development
delivered_logistic,2025-09,responded_strict,0.1,2038,155,204,59,0.0760549558390579,0.2892156862745098,0.3806451612903225,3.8027197975964575,0.2617109712448607,0.7845716341459236,0.0814078593910281,0.0633708086181265,0.229862858824268,development
delivered_logistic,2025-09,responded_strict,0.2,2038,155,408,87,0.0760549558390579,0.213235294117647,0.5612903225806452,2.8037001897533207,0.2617109712448607,0.7845716341459236,0.0814078593910281,0.0633708086181265,0.229862858824268,development
extended_boosting,2025-07,responded_strict,0.05,2025,150,102,33,0.074074074074074,0.3235294117647059,0.22,4.36764705882353,0.2808322470945928,0.8003662222222221,0.079674423282117,0.0616567890833825,0.2233090951019506,development
extended_boosting,2025-07,responded_strict,0.1,2025,150,203,55,0.074074074074074,0.270935960591133,0.3666666666666666,3.657635467980296,0.2808322470945928,0.8003662222222221,0.079674423282117,0.0616567890833825,0.2233090951019506,development
extended_boosting,2025-07,responded_strict,0.2,2025,150,405,86,0.074074074074074,0.2123456790123457,0.5733333333333334,2.866666666666667,0.2808322470945928,0.8003662222222221,0.079674423282117,0.0616567890833825,0.2233090951019506,development
extended_boosting,2025-08,responded_strict,0.05,2012,146,101,28,0.0725646123260437,0.2772277227722772,0.1917808219178082,3.8204258782042593,0.2120080537416351,0.7527896460086039,0.079412323248438,0.06260603966627,0.2314612470646102,development
extended_boosting,2025-08,responded_strict,0.1,2012,146,202,47,0.0725646123260437,0.2326732673267326,0.3219178082191781,3.206428862064289,0.2120080537416351,0.7527896460086039,0.079412323248438,0.06260603966627,0.2314612470646102,development
extended_boosting,2025-08,responded_strict,0.2,2012,146,403,77,0.0725646123260437,0.1910669975186104,0.5273972602739726,2.633060267174275,0.2120080537416351,0.7527896460086039,0.079412323248438,0.06260603966627,0.2314612470646102,development
